"gloss_english","n_languages_with_gloss_data","n_languages_covered","languages_covered","in_english_4000","n_languages_covered_plus_english","includes_hack_translation","avg_percentile_across_covering_langs","words"
"chameleon",12,2,"Dutch;Portuguese",TRUE,3,TRUE,0.921894979583417,"Dutch:kameleon;Portuguese:camaleão"
"blueberry",12,2,"Dutch;Portuguese",TRUE,3,TRUE,0.920667340158654,"Dutch:bosbes;Portuguese:amora"
"cock",12,2,"Italian;Portuguese",TRUE,3,FALSE,0.920235396161989,"Italian:gallo;Portuguese:galo"
"dad",12,2,"Chinese_Traditional;Russian",TRUE,3,TRUE,0.920055174092256,"Chinese_Traditional:爹;Russian:папа"
"mug",12,2,"Dutch;Portuguese",TRUE,3,TRUE,0.919905086143788,"Dutch:mok;Portuguese:caneca"
"cricket",12,2,"Dutch;Portuguese",TRUE,3,TRUE,0.918918266609153,"Dutch:krekel;Portuguese:grilo"
"corn",12,2,"German;Spanish",TRUE,3,TRUE,0.918770256156323,"German:Mais;Spanish:maíz"
"padlock",12,2,"French;Italian",TRUE,3,FALSE,0.918464301608494,"French:cadenas;Italian:lucchetto"
"vulture",12,2,"Dutch;German",TRUE,3,TRUE,0.916665147945396,"Dutch:gier;German:Geier"
"cardboard",12,2,"Russian;Turkish",TRUE,3,FALSE,0.91613306085377,"Russian:картон;Turkish:karton"
"syringe",12,2,"German;Spanish",TRUE,3,TRUE,0.915544781912256,"German:Spritze;Spanish:jeringuilla"
"wallet",12,2,"Portuguese;Spanish",TRUE,3,FALSE,0.915446549350918,"Portuguese:carteira;Spanish:billetera"
"ginger",12,2,"Chinese_Traditional;French",TRUE,3,TRUE,0.913913870632999,"Chinese_Traditional:薑;French:rouquin"
"radish",12,2,"Dutch;Portuguese",TRUE,3,TRUE,0.913679200489631,"Dutch:radijs;Portuguese:rabanete"
"fig",12,2,"French;Portuguese",TRUE,3,FALSE,0.911550218483759,"French:figue;Portuguese:figo"
"watermelon",12,2,"Italian;Portuguese",TRUE,3,FALSE,0.906631798048343,"Italian:cocomero;Portuguese:melancia"
"sponge",12,2,"Dutch;German",TRUE,3,TRUE,0.906255664888088,"Dutch:spons;German:Schwamm"
"closet",12,2,"Italian;Portuguese",TRUE,3,FALSE,0.904862254923354,"Italian:armadio;Portuguese:armário"
"bonfire",12,2,"Russian;Spanish",TRUE,3,FALSE,0.90396192848589,"Russian:костер;Spanish:hoguera"
"panda",12,2,"Chinese_Simplified;Portuguese",TRUE,3,FALSE,0.901960167310275,"Chinese_Simplified:熊猫;Portuguese:panda"
"wheat",12,2,"Russian;Spanish",TRUE,3,FALSE,0.9019167532018,"Russian:пшеница;Spanish:trigo"
"emerald",12,2,"Russian;Spanish",TRUE,3,FALSE,0.900411041883004,"Russian:изумруд;Spanish:esmeralda"
"vaccine",12,2,"Chinese_Simplified;Portuguese",TRUE,3,FALSE,0.898888313758075,"Chinese_Simplified:疫苗;Portuguese:vacina"
"lettuce",12,2,"Portuguese;Spanish",TRUE,3,FALSE,0.898797611140533,"Portuguese:alface;Spanish:lechuga"
"candy",12,2,"German;Italian",TRUE,3,TRUE,0.898465291492941,"German:Bonbon;Italian:caramella"
"fireplace",12,2,"Italian;Portuguese",TRUE,3,FALSE,0.89797190944658,"Italian:camino;Portuguese:lareira"
"turkey",12,2,"Dutch;Spanish",TRUE,3,TRUE,0.897853732299517,"Dutch:kalkoen;Spanish:pavo"
"wart",12,2,"German;Spanish",TRUE,3,TRUE,0.8975,"German:Warze;Spanish:verruga"
"can",12,2,"German;Spanish",TRUE,3,TRUE,0.897340828138913,"German:Dose;Spanish:lata"
"photographer",12,3,"Galician;Portuguese;Spanish",FALSE,3,FALSE,0.895450301032755,"Galician:fotógrafo;Portuguese:fotógrafo;Spanish:fotógrafo"
"screen",12,2,"Portuguese;Russian",TRUE,3,FALSE,0.895003130697942,"Portuguese:ecrã;Russian:экран"
"chestnut",12,2,"Italian;Portuguese",TRUE,3,FALSE,0.891573032814202,"Italian:castagna;Portuguese:castanha"
"chick",12,2,"German;Portuguese",TRUE,3,TRUE,0.891181866011926,"German:Küken;Portuguese:pintainho"
"gate",12,2,"Chinese_Traditional;Portuguese",TRUE,3,TRUE,0.890879488644947,"Chinese_Traditional:閘;Portuguese:portão"
"envelope",12,2,"Dutch;German",TRUE,3,TRUE,0.889415147945396,"Dutch:enveloppe;German:Umschlag"
"pelican",12,2,"Dutch;Portuguese",TRUE,3,TRUE,0.88667113314484,"Dutch:pelikaan;Portuguese:pelicano"
"tuna",12,2,"French;Russian",TRUE,3,FALSE,0.885886119764624,"French:thon;Russian:тунец"
"daughter",12,2,"Russian;Spanish",TRUE,3,FALSE,0.885421946501694,"Russian:дочь;Spanish:hija"
"vegetable",12,2,"Chinese_Traditional;Turkish",TRUE,3,TRUE,0.88369278587672,"Chinese_Traditional:菜;Turkish:sebze"
"octopus",12,3,"French;German;Portuguese",FALSE,3,TRUE,0.882716952897327,"French:pieuvre;German:Krake;Portuguese:polvo"
"journalist",12,2,"Portuguese;Russian",TRUE,3,FALSE,0.880393569314522,"Portuguese:jornalista;Russian:журналист"
"backpack",12,2,"Portuguese;Spanish",TRUE,3,FALSE,0.880391892995521,"Portuguese:mochila;Spanish:mochila"
"calf",12,2,"French;German",TRUE,3,TRUE,0.880231308411215,"French:veau;German:Wade"
"duvet",12,3,"Dutch;French;Portuguese",FALSE,3,TRUE,0.878641077540216,"Dutch:dekbed;French:couette;Portuguese:edredão"
"skateboard",12,2,"Dutch;French",TRUE,3,TRUE,0.878100331775377,"Dutch:schaatsplank;French:skate"
"bud",12,2,"Chinese_Simplified;German",TRUE,3,TRUE,0.87771610845295,"Chinese_Simplified:花蕾;German:Knospe"
"icebox",12,2,"Italian;Portuguese",TRUE,3,FALSE,0.876246968616935,"Italian:freezer;Portuguese:geleira"
"beetle",12,2,"Dutch;Portuguese",TRUE,3,TRUE,0.875470347702654,"Dutch:kever;Portuguese:escaravelho"
"sheet",12,2,"Italian;Spanish",TRUE,3,FALSE,0.874982054926281,"Italian:foglio;Spanish:folio"
"clarinet",12,2,"Portuguese;Russian",TRUE,3,FALSE,0.87324476791769,"Portuguese:clarinete;Russian:кларнет"
"kerchief",12,2,"Italian;Russian",TRUE,3,FALSE,0.8712408628635,"Italian:fazzoletto;Russian:платок"
"toilet",12,2,"Chinese_Traditional;German",TRUE,3,TRUE,0.870476727533118,"Chinese_Traditional:廁;German:Klo"
"ham",12,2,"German;Spanish",TRUE,3,TRUE,0.869093457943925,"German:Schinken;Spanish:jamón"
"muffin",12,2,"Italian;Portuguese",TRUE,3,FALSE,0.868581697962447,"Italian:muffin;Portuguese:queque"
"juice",12,2,"Portuguese;Russian",TRUE,3,FALSE,0.86734029348444,"Portuguese:sumo;Russian:сок"
"roll",12,2,"Chinese_Traditional;Portuguese",TRUE,3,TRUE,0.865065027654067,"Chinese_Traditional:卷;Portuguese:rolo"
"bathtub",12,2,"Portuguese;Spanish",TRUE,3,FALSE,0.86497625853529,"Portuguese:banheira;Spanish:bañera"
"celery",12,2,"Dutch;Portuguese",TRUE,3,TRUE,0.859663065800048,"Dutch:selder;Portuguese:aipo"
"sled",12,2,"French;Portuguese",TRUE,3,FALSE,0.854268782540191,"French:luge;Portuguese:trenó"
"pimple",12,2,"Chinese_Traditional;German",TRUE,3,TRUE,0.854199337629789,"Chinese_Traditional:痘;German:Pickel"
"wire",12,3,"German;Polish;Portuguese",FALSE,3,TRUE,0.854107728224553,"German:Draht;Polish:wątek;Portuguese:arame"
"straw",12,2,"Dutch;French",TRUE,3,TRUE,0.852949857426607,"Dutch:rietje;French:paille"
"kerosene",12,2,"Portuguese;Russian",TRUE,3,FALSE,0.850459390467283,"Portuguese:petróleo;Russian:керосин"
"clover",12,2,"French;Russian",TRUE,3,FALSE,0.84852890273451,"French:trèfle;Russian:клевер"
"apricot",12,2,"Portuguese;Turkish",TRUE,3,FALSE,0.846328359378659,"Portuguese:damasco;Turkish:kayısı"
"diamond",12,2,"Portuguese;Russian",TRUE,3,FALSE,0.846269827351027,"Portuguese:diamante;Russian:алмаз"
"liquid",12,2,"French;Portuguese",TRUE,3,FALSE,0.845699397773009,"French:liquide;Portuguese:líquido"
"brook",12,2,"Portuguese;Turkish",TRUE,3,FALSE,0.845227115682915,"Portuguese:ribeiro;Turkish:dere"
"banner",12,2,"Italian;Portuguese",TRUE,3,FALSE,0.844914550153798,"Italian:striscione;Portuguese:cartaz"
"cabbage",12,2,"French;Russian",TRUE,3,FALSE,0.843856005538248,"French:chou;Russian:капуста"
"ox",12,2,"Portuguese;Spanish",TRUE,3,FALSE,0.843052318618207,"Portuguese:boi;Spanish:buey"
"gorilla",12,2,"French;Portuguese",TRUE,3,FALSE,0.841602492902655,"French:gorille;Portuguese:gorila"
"pillar",12,2,"Chinese_Traditional;German",TRUE,3,TRUE,0.841400017901897,"Chinese_Traditional:柱;German:Säule"
"calendar",12,3,"Galician;Portuguese;Spanish",FALSE,3,FALSE,0.839013972353528,"Galician:calendario;Portuguese:calendário;Spanish:calendario"
"shorts",12,2,"French;Portuguese",TRUE,3,FALSE,0.837403009929292,"French:short;Portuguese:calções"
"panther",12,2,"Portuguese;Spanish",TRUE,3,FALSE,0.83340341927902,"Portuguese:pantera;Spanish:pantera"
"locker",12,2,"Italian;Portuguese",TRUE,3,FALSE,0.832670079380345,"Italian:armadietto;Portuguese:cacifo"
"taxi",12,2,"German;Italian",TRUE,3,TRUE,0.8326044546851,"German:Taxi;Italian:taxi"
"library",12,2,"Portuguese;Russian",TRUE,3,FALSE,0.832499416617629,"Portuguese:biblioteca;Russian:библиотека"
"asparagus",12,2,"French;Portuguese",TRUE,3,FALSE,0.831915880411761,"French:asperge;Portuguese:espargo"
"mint",12,2,"French;Portuguese",TRUE,3,FALSE,0.831301527255563,"French:menthe;Portuguese:hortelã"
"crutch",12,2,"German;Portuguese",TRUE,3,TRUE,0.828733602244827,"German:Krücke;Portuguese:bengala"
"buttocks",12,2,"Chinese_Traditional;German",TRUE,3,TRUE,0.828270050125314,"Chinese_Traditional:臀;German:Hintern"
"ketchup",12,2,"Italian;Russian",TRUE,3,FALSE,0.826634237924561,"Italian:ketchup;Russian:кетчуп"
"thermometer",12,2,"Italian;Portuguese",TRUE,3,FALSE,0.824801818533502,"Italian:termometro;Portuguese:termómetro"
"desk",12,2,"French;Spanish",TRUE,3,FALSE,0.82152662485071,"French:bureau;Spanish:escritorio"
"poop",12,2,"Chinese_Traditional;German",TRUE,3,TRUE,0.820996598639456,"Chinese_Traditional:屎;German:Kacke"
"dam",12,2,"German;Portuguese",TRUE,3,TRUE,0.820121536303052,"German:Damm;Portuguese:barragem"
"crate",12,2,"Dutch;French",TRUE,3,TRUE,0.818854400281844,"Dutch:kist;French:caisse"
"peel",12,2,"German;Italian",TRUE,3,TRUE,0.818701814058957,"German:Schale;Italian:buccia"
"architect",12,3,"Galician;Portuguese;Russian",FALSE,3,FALSE,0.817475887155305,"Galician:arquitecto;Portuguese:arquitecto;Russian:архитектор"
"midwife",12,2,"Portuguese;Spanish",TRUE,3,FALSE,0.816695755625262,"Portuguese:parteira;Spanish:comadrona"
"grater",12,2,"Dutch;French",TRUE,3,TRUE,0.815849122832013,"Dutch:rasp;French:râpe"
"shawl",12,2,"French;Russian",TRUE,3,FALSE,0.813330737279335,"French:châle;Russian:шаль"
"chess",12,3,"Chinese_Traditional;Portuguese;Spanish",FALSE,3,TRUE,0.811621424276657,"Chinese_Traditional:棋;Portuguese:xadrez;Spanish:ajedrez"
"puppy",12,2,"French;Italian",TRUE,3,FALSE,0.810924601978265,"French:chiot;Italian:cucciolo"
"cook",12,3,"Chinese_Simplified;Italian;Portuguese",FALSE,3,FALSE,0.810176380741432,"Chinese_Simplified:烹饪;Italian:cuoco;Portuguese:cozinheiro"
"pearl",12,2,"German;Portuguese",TRUE,3,TRUE,0.809674061732726,"German:Perle;Portuguese:pérola"
"black",12,3,"Chinese_Traditional;Galician;Spanish",FALSE,3,TRUE,0.805680477195328,"Chinese_Traditional:黑;Galician:negro;Spanish:negro"
"harp",12,2,"French;Portuguese",TRUE,3,FALSE,0.805103226610109,"French:harpe;Portuguese:harpa"
"baby",12,2,"German;Portuguese",TRUE,3,TRUE,0.803159242371098,"German:Baby;Portuguese:bebé"
"boyfriend",12,2,"Galician;Spanish",TRUE,3,FALSE,0.802932076167791,"Galician:noivo;Spanish:novio"
"banquet",12,2,"Chinese_Simplified;Chinese_Traditional",TRUE,3,TRUE,0.802338638804804,"Chinese_Simplified:宴会;Chinese_Traditional:宴"
"nature",12,3,"Galician;Polish;Portuguese",FALSE,3,FALSE,0.801538624605785,"Galician:natureza;Polish:charakter;Portuguese:natureza"
"peasant",12,3,"Portuguese;Russian;Spanish",FALSE,3,FALSE,0.800489208293799,"Portuguese:camponês;Russian:крестьянин;Spanish:campesino"
"curtain",12,2,"Chinese_Traditional;German",TRUE,3,TRUE,0.798949337629788,"Chinese_Traditional:簾;German:Vorhang"
"shotgun",12,2,"German;Portuguese",TRUE,3,TRUE,0.797909242371098,"German:Flinte;Portuguese:caçadeira"
"kitchen",12,2,"Spanish;Turkish",TRUE,3,FALSE,0.795773030856898,"Spanish:cocina;Turkish:mutfak"
"dandelion",12,2,"Dutch;Spanish",TRUE,3,TRUE,0.794060960910187,"Dutch:paardenbloem;Spanish:flor"
"labrador",12,2,"Dutch;Spanish",TRUE,3,TRUE,0.793966290371581,"Dutch:labrador;Spanish:labrador"
"trousers",12,2,"Italian;Spanish",TRUE,3,FALSE,0.789135514018692,"Italian:pantaloni;Spanish:pantalón"
"pupil",12,2,"Portuguese;Spanish",TRUE,3,FALSE,0.788953016793986,"Portuguese:aluno;Spanish:pupila"
"mosque",12,2,"Spanish;Turkish",TRUE,3,FALSE,0.787622409421991,"Spanish:mezquita;Turkish:cami"
"liver",12,2,"Chinese_Traditional;French",TRUE,3,TRUE,0.785889122003942,"Chinese_Traditional:肝;French:foie"
"urine",12,3,"Chinese_Traditional;German;Portuguese",FALSE,3,TRUE,0.785293925779189,"Chinese_Traditional:尿;German:Urin;Portuguese:urina"
"moss",12,2,"Portuguese;Spanish",TRUE,3,FALSE,0.78518297400158,"Portuguese:musgo;Spanish:musgo"
"hive",12,2,"French;Portuguese",TRUE,3,FALSE,0.784888070098375,"French:ruche;Portuguese:colmeia"
"pin",12,2,"French;Portuguese",TRUE,3,FALSE,0.782124324306605,"French:plot;Portuguese:alfinete"
"bow",12,3,"Chinese_Traditional;French;Portuguese",FALSE,3,TRUE,0.781812578740746,"Chinese_Traditional:弓;French:arc;Portuguese:laço"
"urn",12,2,"German;Portuguese",TRUE,3,TRUE,0.78129638723255,"German:Urne;Portuguese:urna"
"tin",12,2,"German;Portuguese",TRUE,3,TRUE,0.780661434584357,"German:Büchse;Portuguese:lata"
"bride",12,3,"German;Italian;Portuguese",FALSE,3,TRUE,0.780417449038731,"German:Braut;Italian:sposa;Portuguese:noiva"
"cord",12,2,"German;Portuguese",TRUE,3,TRUE,0.78036846720449,"German:Schnur;Portuguese:cordel"
"dent",12,2,"Chinese_Traditional;German",TRUE,3,TRUE,0.780264321518081,"Chinese_Traditional:凹;German:Delle"
"employee",12,2,"Galician;Portuguese",TRUE,3,FALSE,0.779475897357268,"Galician:empregado;Portuguese:funcionário"
"ribbon",12,2,"Galician;Spanish",TRUE,3,FALSE,0.778072407310328,"Galician:cinta;Spanish:lazo"
"hug",12,2,"Chinese_Simplified;Portuguese",TRUE,3,FALSE,0.777537442392227,"Chinese_Simplified:拥抱;Portuguese:abraço"
"pastry",12,2,"French;German",TRUE,3,TRUE,0.776700934579439,"French:pâte;German:Gebäck"
"sailboat",12,2,"French;Portuguese",TRUE,3,FALSE,0.775569401783929,"French:voilier;Portuguese:veleiro"
"mud",12,2,"Chinese_Traditional;French",TRUE,3,TRUE,0.774907060709183,"Chinese_Traditional:泥;French:boue"
"noodle",12,2,"Chinese_Traditional;French",TRUE,3,TRUE,0.773619797156442,"Chinese_Traditional:麵;French:nouille"
"paintbrush",12,2,"French;Portuguese",TRUE,3,FALSE,0.769508234015518,"French:pinceau;Portuguese:pincel"
"hook",12,2,"Portuguese;Spanish",TRUE,3,FALSE,0.769300924860221,"Portuguese:gancho;Spanish:garfio"
"rifle",12,2,"Italian;Portuguese",TRUE,3,FALSE,0.769206312132273,"Italian:fucile;Portuguese:espingarda"
"officer",12,2,"Russian;Turkish",TRUE,3,FALSE,0.768006029454816,"Russian:офицер;Turkish:memur"
"pyramid",12,2,"Portuguese;Spanish",TRUE,3,FALSE,0.767201156031953,"Portuguese:pirâmide;Spanish:pirámide"
"desert",12,2,"Chinese_Simplified;Portuguese",TRUE,3,FALSE,0.765768691362666,"Chinese_Simplified:沙漠;Portuguese:deserto"
"apartment",12,2,"Portuguese;Spanish",TRUE,3,FALSE,0.765009867132519,"Portuguese:apartamento;Spanish:apartamento"
"worm",12,2,"Portuguese;Spanish",TRUE,3,FALSE,0.76476140508233,"Portuguese:minhoca;Spanish:gusano"
"pea",12,2,"French;German",TRUE,3,TRUE,0.763817757009346,"French:pois;German:Erbse"
"coupon",12,2,"Chinese_Simplified;Portuguese",TRUE,3,FALSE,0.7624261780052,"Chinese_Simplified:奖券;Portuguese:cupão"
"silver",12,2,"Chinese_Traditional;Italian",TRUE,3,TRUE,0.761047681596418,"Chinese_Traditional:銀;Italian:argento"
"reptile",12,2,"German;Portuguese",TRUE,3,TRUE,0.760690371799368,"German:Reptil;Portuguese:réptil"
"politician",12,2,"Portuguese;Russian",TRUE,3,FALSE,0.759112425767123,"Portuguese:político;Russian:политик"
"manuscript",12,2,"Russian;Spanish",TRUE,3,FALSE,0.757683199250776,"Russian:рукопись;Spanish:manuscrito"
"swimmer",12,3,"Italian;Portuguese;Spanish",FALSE,3,FALSE,0.757050948572583,"Italian:nuotatore;Portuguese:nadador;Spanish:nadadora"
"jug",12,3,"German;Italian;Portuguese",FALSE,3,TRUE,0.756960333534303,"German:Krug;Italian:caraffa;Portuguese:jarro"
"skyscraper",12,2,"Italian;Spanish",TRUE,3,FALSE,0.756375884692134,"Italian:grattacielo;Spanish:rascacielos"
"lunch",12,2,"Portuguese;Russian",TRUE,3,FALSE,0.754524769097606,"Portuguese:almoço;Russian:обед"
"pregnancy",12,3,"Chinese_Traditional;Portuguese;Spanish",FALSE,3,TRUE,0.754300214031191,"Chinese_Traditional:孕;Portuguese:gravidez;Spanish:embarazo"
"meter",12,2,"Galician;Polish",TRUE,3,FALSE,0.752546299148142,"Galician:metro;Polish:metr"
"picture",12,2,"German;Italian",TRUE,3,TRUE,0.752437403993856,"German:Bild;Italian:quadro"
"mango",12,2,"French;Spanish",TRUE,3,FALSE,0.751997528316176,"French:mangue;Spanish:mango"
"dressmaker",12,2,"Portuguese;Spanish",TRUE,3,FALSE,0.748374834032082,"Portuguese:costureiro;Spanish:modista"
"businessman",12,2,"Galician;Portuguese",TRUE,3,FALSE,0.747644960843764,"Galician:empresario;Portuguese:empresário"
"governor",12,3,"Portuguese;Russian;Spanish",FALSE,3,FALSE,0.747159106254989,"Portuguese:governador;Russian:губернатор;Spanish:gobernador"
"log",12,2,"French;Polish",TRUE,3,FALSE,0.74692905000959,"French:bûche;Polish:klocowaty"
"plank",12,2,"French;Galician",TRUE,3,FALSE,0.746087239465645,"French:planche;Galician:táboa"
"waterfall",12,2,"Chinese_Simplified;Portuguese",TRUE,3,FALSE,0.745885606736697,"Chinese_Simplified:瀑布;Portuguese:cascata"
"cockroach",12,2,"German;Portuguese",TRUE,3,TRUE,0.744752104524728,"German:Schabe;Portuguese:barata"
"plastic",12,2,"Portuguese;Spanish",TRUE,3,FALSE,0.742219095330128,"Portuguese:plástico;Spanish:plástico"
"municipality",12,3,"Galician;Italian;Spanish",FALSE,3,FALSE,0.741221729504851,"Galician:concello;Italian:municipio;Spanish:municipio"
"tailor",12,2,"Italian;Portuguese",TRUE,3,FALSE,0.740477606673625,"Italian:sarto;Portuguese:alfaiate"
"record",12,2,"German;Portuguese",TRUE,3,TRUE,0.740451420554191,"German:Platte;Portuguese:disco"
"lynx",12,2,"French;Portuguese",TRUE,3,FALSE,0.740015111965104,"French:lynx;Portuguese:lince"
"workshop",12,2,"Galician;Portuguese",TRUE,3,FALSE,0.739403680679418,"Galician:obradoiro;Portuguese:oficina"
"tomb",12,2,"Italian;Portuguese",TRUE,3,FALSE,0.738147135040947,"Italian:tomba;Portuguese:sepultura"
"mummy",12,2,"Italian;Portuguese",TRUE,3,FALSE,0.735307896103607,"Italian:mummia;Portuguese:múmia"
"wool",12,2,"French;Italian",TRUE,3,FALSE,0.733315849704368,"French:laine;Italian:lana"
"shell",12,2,"Dutch;Polish",TRUE,3,TRUE,0.732700470889049,"Dutch:schelp;Polish:powłoka"
"musician",12,2,"Portuguese;Russian",TRUE,3,FALSE,0.732441883670581,"Portuguese:músico;Russian:музыкант"
"oar",12,2,"French;German",TRUE,3,TRUE,0.731946261682243,"French:rame;German:Ruder"
"dough",12,2,"German;Turkish",TRUE,3,TRUE,0.731117847411444,"German:Teig;Turkish:hamur"
"policeman",12,2,"Chinese_Simplified;Portuguese",TRUE,3,FALSE,0.73041636807813,"Chinese_Simplified:民警;Portuguese:polícia"
"vomit",12,2,"German;Portuguese",TRUE,3,TRUE,0.7297372851631,"German:Kotze;Portuguese:vómito"
"artichoke",12,2,"Italian;Turkish",TRUE,3,FALSE,0.729686915282401,"Italian:carciofo;Turkish:enginar"
"blade",12,2,"French;Portuguese",TRUE,3,FALSE,0.729402989380612,"French:lame;Portuguese:lâmina"
"hay",12,3,"French;Portuguese;Spanish",FALSE,3,FALSE,0.727298687698451,"French:foin;Portuguese:feno;Spanish:heno"
"tenderness",12,3,"Chinese_Simplified;Polish;Spanish",FALSE,3,FALSE,0.725486488995682,"Chinese_Simplified:柔情;Polish:czułość;Spanish:ternura"
"north",12,3,"Galician;Polish;Russian",FALSE,3,FALSE,0.723333330402816,"Galician:norte;Polish:północ;Russian:север"
"wick",12,2,"French;German",TRUE,3,TRUE,0.723060747663552,"French:mèche;German:Docht"
"command",12,3,"Chinese_Simplified;Galician;Polish",FALSE,3,FALSE,0.72130077917658,"Chinese_Simplified:指令;Galician:mando;Polish:komenda"
"throne",12,2,"French;Portuguese",TRUE,3,FALSE,0.720860773560351,"French:trône;Portuguese:trono"
"barn",12,2,"French;Spanish",TRUE,3,FALSE,0.719626168224299,"French:grange;Spanish:granero"
"cream",12,2,"French;German",TRUE,3,TRUE,0.718651869158879,"French:crème;German:Sahne"
"aluminum",12,2,"Portuguese;Spanish",TRUE,3,FALSE,0.718580098592205,"Portuguese:alumínio;Spanish:aluminio"
"jail",12,2,"Italian;Portuguese",TRUE,3,FALSE,0.718031389094336,"Italian:carcere;Portuguese:cadeia"
"watch",12,2,"Chinese_Traditional;Italian",TRUE,3,TRUE,0.71722220297287,"Chinese_Traditional:錶;Italian:guardia"
"right",12,3,"Polish;Portuguese;Spanish",FALSE,3,FALSE,0.716653835681234,"Polish:prawo;Portuguese:direita;Spanish:derecha"
"landscape",12,2,"Galician;Portuguese",TRUE,3,FALSE,0.71598940139094,"Galician:paisaxe;Portuguese:paisagem"
"will",12,3,"Galician;Polish;Spanish",FALSE,3,FALSE,0.712968256374993,"Galician:vontade;Polish:wola;Spanish:testamento"
"hut",12,2,"French;German",TRUE,3,TRUE,0.710817757009346,"French:hutte;German:Hütte"
"harbor",12,2,"German;Turkish",TRUE,3,TRUE,0.710555858310627,"German:Hafen;Turkish:liman"
"lime",12,2,"Portuguese;Spanish",TRUE,3,FALSE,0.710067830162543,"Portuguese:lima;Spanish:lima"
"snack",12,2,"Portuguese;Spanish",TRUE,3,FALSE,0.709632660127913,"Portuguese:merenda;Spanish:merienda"
"crucifix",12,2,"Polish;Spanish",TRUE,3,FALSE,0.709188986758877,"Polish:krucyfiks;Spanish:crucifijo"
"jewelry",12,2,"Chinese_Simplified;German",TRUE,3,TRUE,0.707019537480064,"Chinese_Simplified:首饰;German:Schmuck"
"theater",12,2,"Galician;Russian",TRUE,3,FALSE,0.706765429927906,"Galician:teatro;Russian:театр"
"female",12,2,"Chinese_Simplified;Italian",TRUE,3,FALSE,0.706417016567393,"Chinese_Simplified:女子;Italian:femmina"
"clay",12,2,"Portuguese;Spanish",TRUE,3,FALSE,0.705926829588962,"Portuguese:barro;Spanish:barro"
"stem",12,2,"French;German",TRUE,3,TRUE,0.704404205607476,"French:tige;German:Stiel"
"chapel",12,2,"Portuguese;Spanish",TRUE,3,FALSE,0.704252807893266,"Portuguese:capela;Spanish:capilla"
"ceremony",12,3,"Chinese_Simplified;Galician;Portuguese",FALSE,3,FALSE,0.702981599213698,"Chinese_Simplified:典礼;Galician:cerimonia;Portuguese:cerimónia"
"hip",12,2,"French;German",TRUE,3,TRUE,0.702733644859813,"French:hanche;German:Hüfte"
"fuel",12,3,"Portuguese;Russian;Turkish",FALSE,3,FALSE,0.701731641261353,"Portuguese:combustível;Russian:топливо;Turkish:yakıt"
"friendship",12,3,"Chinese_Simplified;Italian;Polish",FALSE,3,FALSE,0.699290917411226,"Chinese_Simplified:友谊;Italian:amicizia;Polish:przyjaźń"
"mine",12,3,"Portuguese;Spanish;Turkish",FALSE,3,FALSE,0.697954394967427,"Portuguese:mina;Spanish:mina;Turkish:mayın"
"mantel",12,2,"Italian;Polish",TRUE,3,FALSE,0.697240241209833,"Italian:mensola;Polish:graba"
"history",12,3,"Chinese_Simplified;Galician;Polish",FALSE,3,FALSE,0.696873802162649,"Chinese_Simplified:历史;Galician:historia;Polish:historia"
"testicle",12,2,"German;Polish",TRUE,3,TRUE,0.696564048124558,"German:Hoden;Polish:jądro"
"orphan",12,2,"Polish;Spanish",TRUE,3,FALSE,0.694741030725007,"Polish:sierota;Spanish:huérfano"
"transport",12,3,"Galician;Portuguese;Russian",FALSE,3,FALSE,0.694140719064657,"Galician:transporte;Portuguese:transporte;Russian:транспорт"
"sprout",12,2,"Chinese_Traditional;French",TRUE,3,TRUE,0.694014575825411,"Chinese_Traditional:芽;French:germe"
"pastor",12,3,"Polish;Portuguese;Spanish",FALSE,3,FALSE,0.690197622601199,"Polish:pastor;Portuguese:pastor;Spanish:pastor"
"spray",12,2,"French;Italian",TRUE,3,FALSE,0.688773561881792,"French:spray;Italian:spray"
"sledgehammer",12,2,"Portuguese;Russian",TRUE,3,FALSE,0.68863654078491,"Portuguese:marreta;Russian:кувалда"
"puzzle",12,2,"Polish;Spanish",TRUE,3,FALSE,0.686382380503139,"Polish:zagadka;Spanish:rompecabezas"
"trash",12,2,"German;Polish",TRUE,3,TRUE,0.685719568294409,"German:Müll;Polish:tandeta"
"nightingale",12,2,"Italian;Portuguese",TRUE,3,FALSE,0.682849077898434,"Italian:usignolo;Portuguese:rouxinol"
"buckle",12,2,"French;Italian",TRUE,3,FALSE,0.68212908216246,"French:boucle;Italian:fibbia"
"contract",12,3,"Galician;Portuguese;Russian",FALSE,3,FALSE,0.680920436396177,"Galician:contrato;Portuguese:contrato;Russian:контракт"
"reader",12,3,"Galician;Portuguese;Russian",FALSE,3,FALSE,0.680769837195278,"Galician:lector;Portuguese:leitor;Russian:читатель"
"world",12,3,"Chinese_Simplified;Galician;Polish",FALSE,3,FALSE,0.68018983183283,"Chinese_Simplified:世界;Galician:mundo;Polish:świat"
"sport",12,3,"Galician;Polish;Russian",FALSE,3,FALSE,0.679007138035523,"Galician:deporte;Polish:sport;Russian:спорт"
"mucus",12,2,"Italian;Portuguese",TRUE,3,FALSE,0.677875038860432,"Italian:muco;Portuguese:muco"
"system",12,3,"Chinese_Simplified;Polish;Russian",FALSE,3,FALSE,0.676364142130582,"Chinese_Simplified:制度;Polish:system;Russian:система"
